chunk_text,mapped_symptoms,doctor_answer
"Đau đầu, chóng mặt sau nhịn ăn có sao không?","headache, dizziness","Nếu chia ổ bụng thành 4 phần bằng nhau thì vùng trên rốn bên trái nằm ở phần tư trênbên trái của vùng bụng ngay dưới xương sườn. Giới hạn phân chia là khoảng diện tích từ phần dưới xương sườn đến vùng mu.Các cơ quan quan trọng nằm ở phần tư phía trên bên trái của bụng gồm:LáchDạ dàyMột phần của tụyThận trái và tuyến thượng thận tráiĐoạn trên của đại tràngMột phần nhỏ của gan.Nếu cơn đau kéo dài mà không rõ nguyên nhân, thay vì chủ quan dùng các phương pháp giảm đau tại nhà thì tốt nhất bạn nên tìm đến sự trợ giúp của bác sĩ. Các dấu hiệu cần đi khám ngay bao gồm:Nôn ra máu hoặc ho ra máu.Đi tiêu phân đen (nghi ngờ có máu trong phân).Nôn liên tục.Cơn đau tiến triển nặng theo thời gian.Choáng váng, mê sảng, ngất, khó thở.Sụt cân không rõ nguyên nhân.Sốt, lạnh run, đổ mồ hôi đêm.Khi bị đau bụng bên trái kèm nôn, hãy đi khám bác sĩ sớm để tìm ra nguyên nhân chính xác của hiện tượng đau bụng bên trái trên rốn, từ đó có biện pháp can thiệp kịp thời, để bác sĩ trực tiếp thăm khám, bởi những triệu chứng bạn mô tả không đủ cơ sở để chúng tôi chẩn đoán bệnh chính xác, cần loại trừ một số bệnh về đường tiêu hóa đặc biệt là viêm loét dạ dày, đại tràng. Bởi với chứng đau dạ dày, đại tràng đều có biểu hiện bệnh là đau bụng, chóng mặt, buồn nôn, ợ chua, có thể đau theo cơn, lúc đau dữ dội,...Cảm giác đau thường tăng khi đói, cơn đau thường khu trú ở vùng trên rốn. Có nhiều nguyên nhân gây bệnh cùng những yếu tố thuận lợi như: Căng thẳng thần kinh, stress, tác dụng phụ của một số thuốc giảm đau, chống viêm, corticoid,....; thiếu ngủ, thức khuya, chế độ ăn thiếu khoa học, ăn nhiều đồ chua cay, sử dụng bia, rượu,..."
Đau đầu kèm rát họng có phải do mọc răng khôn không?,headache,"Triệu chứng đau đầu, rát họng của bạn rất có thể là do răng khôn đang mọc lên. Việc chỉ định nhổ răng khôn tùy thuộc vào nhiều yếu tố. Nếu răng khôn mọc lệch đâm vào răng bên cạnh hoặc hay gây ra viêm vùng lợi xung quanh thì nên được nhổ. Do đó, bạn cần đi khám chuyên khoa Răng hàm mặt để được đánh giá đúng tình trạng. Ngoài ra, bạn nên khám các chuyên khoa Nội và Tai mũi họng để xem còn có các bệnh khác liên quan tới triệu chứng không."
Thường xuyên đau đầu khi hành kinh là bệnh gì?,headache,"Vợ bạn bị đau đầu, nhất là ngày hành kinh thì nhiều khả năng vợ bạn bị đau đầu Migraine (theo đông y gọi là thống kinh). Một dạng của bệnh này bệnh nhân thường hay đau đầu trước (1 - 2 ngày trước kỳ kinh) và trong khi có kinh nguyệt. Bình thường, bác sĩ hay hướng dẫn bệnh nhân điều trị theo hướng Migraine, trong đó có dùng thuốc kháng viêm non-steroid. Có thể dự phòng uống thuốc trước kỳ kinh 1 - 2 ngày và dùng 3 - 5 ngày, dùng liên tiếp vài kỳ kinh. Ngoài ra, vợ bạn cần phối hợp thêm nghỉ ngơi, tránh căng thẳng, ngủ đủ giấc, ít ăn đồ ngọt."
"Tôi bị dị ứng thuốc kháng sinh, hồi nhỏ khi uống bị ngứa đầu. Tôi muốn được tiêm vaccine Covid-19. Xin tư vấn tôi có bị phản ứng gì không?",itching,"Với tình trạng dị ứng thuốc kháng sinh như chia sẻ vẫn có thể tiêm phòng vaccine Covid-19. Tuy nhiên, theo Quyết định 2995/QĐ-BYT ngày 18/06/2021 của Bộ Y tế thì những trường hợp có tiền sử dị ứng với các loại dị nguyên (cụ thể của bạn là dị ứng với kháng sinh), . . . thì nên được thăm khám, tiêm phòng vaccine Covid-19 tại tuyến bệnh viện. Đối với phản ứng sau tiêm phòng vaccine Covid-19 nói riêng hoặc các loại vaccine khác nói chung thì tuỳ vào đáp ứng của mỗi cơ thể sẽ có các phản ứng thông thường như: Sốt, mệt mỏi, đau người, đau cơ, đau khớp, sưng nóng đỏ đau tại vị trí tiêm, đau bụng, buồn nôn, . . . hoặc có thể gặp các phản ứng nghiêm trọng: phản vệ, phản ứng quá mẫn, . ."
"Ho có đờm vàng, sổ mũi, hắt xì là bị làm sao?",phlegm,"Các triệu chứng bạn mô tả đang biểu hiện của triệu chứng viêm đường hô hấp trên (viêm mũi họng, viêm xoang, viêm phế quản, viêm phổi,...). Cũng không loại trừ được các triệu chứng viêm hô hấp của nhiễm covid 19. Bạn có thể mua que test nhanh tại nhà trước (Test nhanh chẩn đoán Covid 19). Sau đó đến khám tại Chuyên khoa Hô hấp hay Tai Mũi Họng, để được chẩn đoán xác định và điều trị, ngoài ra cũng nên làm thêm một số xét nghiệm tổng quát khác (Công thức máu, CRP, siêu âm bụng, X quang phổi,...) để tầm soát các bệnh lý Nội khoa khác kèm theo."
Trẻ 8 tháng tăng cân chậm nên bổ sung thuốc gì?,weight_gain,"Bé không tăng cân trong thời gian bao lâu, chế độ dinh dưỡng như thế nào và có bệnh lý gì kèm theo không?Tốt nhất với tình trạng hiện tại, bạn nên cho bé đi khám chuyên khoa dinh dưỡng nhi để được tư vấn và điều trị."
Trẻ sơ sinh xuất hiện ửng đỏ và ngứa ở tai có nguy hiểm không?,itching,"bé bị ngứa và đỏ tai, anh nên kiểm tra lại giúp bác sĩ xem bé tiếp xúc với những gì trước đó ở vị trí tại như: dùng tăm bông ngoáy tai hay đeo khẩu trang, côn trùng đốt. . . Thông thường, bé đỏ và ngứa ở vùng tai là do tiếp xúc nên loại bỏ tiếp xúc với dị nguyên là bé sẽ không đỏ và ngứa nữa."
Đau lưng và ngực là biểu hiện của bệnh lý gì?,back_pain,"Nếu em đã được chụp X-quang phổi mà không có vấn đề gì về bệnh phổi, màng phổi thì khả năng nhiều em bị đau thần kinh cơ. Bệnh hay gặp nhất mà triệu chứng như em mô tả là bệnh về dây thần kinh liên sườn. Để có những chẩn đoán chính xác, em nên đến bệnh viện kiểm tra và làm theo chỉ dẫn của bác sĩ."
"Tôi bị dị ứng, nổi mề đay khi ăn gạch tôm, cua, tép, trứng; chưa từng bị dị ứng thuốc. Tôi có thể tiêm vaccine phòng Covid-19 được không?",swollen_blood_vessels,"Theo anh chia sẻ, đây là tình trạng dị ứng hải sản. Chúng tôi không biết lần dị ứng đó anh có phải nhập viện cấp cứu hay chỉ bị nổi mẩn trên da rồi tự hết. Có 2 trường hợp để bạn biết mình có thể tiêm được vaccine Covid-19 hay không gồm: - Nếu trường hợp anh dị ứng kháng sinh mà có khó thở, có tím tái phải nhập viện thì trường hợp này chống chỉ định tiêm vaccine Covid-19 theo hướng dẫn của Bộ Y tế. - Nếu anh/chị chỉ bị nổi mẩn đỏ ít trên da, không cần điều trị, tự hết thì vẫn có thể tiêm vaccine Covid-19, tuy nhiên, anh cần tiêm tại bệnh viện hoặc các cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu."
Mắt nổi tia máu và đốm nâu ở lòng trắng mắt phải điều trị thế nào?,swollen_blood_vessels,Theo như bạn mô tả mắt bạn có nổi tia máu và vết đốm màu nâu ở lòng trắng (phần củng mạc) thì nhiều khả năng mắt của bạn đang bị viêm kết mạc hoặc lớp thượng củng mạc (vì khi bị viêm hệ mạch máu giãn nở gọi là tia máu). Còn vết đốm nâu có thể là u hắc tố hoặc vết chàmBạn nên đến khám bác sĩ chuyên khoa Mắt để khám tư vấn điều trị khi điều trị hết viêm mạch máu sẽ trở lại bình thường
Khó thở kèm ngạt mũi nhỏ thuốc không khỏi phải làm sao?,breathlessness,"Trước hết cần phân biệt triệu chứng ngạt mũi và khó thở. Vì dấu hiệu này liên quan đến rất nhiều bệnh khác nhau, nếu là ngạt mũi dẫn đến tình trạng cảm thấy như hít vào khó, không đủ oxy thì có thể do các bệnh lý viêm mũi dị ứng hoặc viêm mũi vận mạch, do tâm lý."
Dùng van chống trào ngược dạ dày bị khó chịu phải làm sao?,malaise,"Không biết bạn đã phẫu thuật tạo van chống trào ngược dạ dày được bao lâu rồi?Nếu trường hợp là mới phẫu thuật thì có thể là do hẹp thực quản vì van được tạo ra quá chặt. Tình trạng này thường do hẹp thực quản tạm thời vì xảy ra tình trạng viêm hoặc phù nề. Bạn có thể được xử trí bằng các loại thuốc chống viêm, sưng, phù nề. Tuy nhiên, nếu tình trạng kéo dài thì có thể bạn phải nong thực quản qua đường nội soi. Bạn cần tái khám với bác sĩ chuyên khoa phẫu thuật để được kiểm tra kỹ lưỡng hơn."
"Em có một bé 5 tuổi. Em đi khám được các bác sĩ chẩn đoán là bị lạc nội mạc tử cung, u xơ tử cung dẫn đến khó có con tự nhiên. Do em bị đau bụng nhiều khi tới chu kỳ và thời gian đau bụng, hành kinh kéo dài và xảy ra hai lần trong một tháng nên bác sĩ chỉ định cấy que ngừa thai điều trị. Em cấy que tháng 12/2020. Từ lúc cấy que đến hiện tại ngày nào em cũng bị ra kinh nguyệt, chỉ sạch được bốn ngày.Bác sĩ cho em hỏi với trường hợp của em thì phương pháp nào tốt nhất để có bé mà không cần IVF?","abdominal_pain, belly_pain","Trường hợp của chị tương đối phức tạp do có nhiều bệnh lý phụ khoa nền gây ra bất thường về tử cung, cản trở việc làm tổ của phôi và có thể gây ra vấn đề ra máu bất thường. Để có thể đánh giá và tư vấn cho chị, chúng tôi cần thêm các thông tin về kích thước, vị trí u xơ và lạc nội mạc tử cung, cùng với các phương pháp điều trị mà chị đã và đang sử dụng. Trong trường hợp, chị đã điều chị ổn định bệnh lý nền, nếu độ tuổi, dự trữ buồng trứng của chị cho phép, cũng như chụp phim đánh giá hai vòi tử cung có ít nhất một vòi thông, cùng với chất lượng tinh trùng của chồng tốt, chị có thể vẫn còn khả năng mang thai tự nhiên hoặc sử dụng các phương pháp hỗ trợ sinh sản ít phức tạp hơn như bơm IUI."
"Nổi cục cứng ở má phải, hàm phải có phải dấu hiệu ung thư?",swollen_blood_vessels,"Bạn bị nổi cục cứng bên má phải, sau hai hôm thì di chuyển xuống hàm dưới bên phải. Tình trạng của bạn do nhiều nguyên nhân, bạn nên đi khám bác sĩ Răng - Hàm - Mặt khám và siêu âm để có kết quả chính xác hơn. Trong trường hợp cần thiết, bác sĩ sẽ có chỉ định sinh thiết."
Trẻ đổ mồ hôi đầu có phải thiếu vitamin D không?,sweating,"Hiện cân nặng và chiều cao của bé phù hợp tuổi. Thiếu Vitamin D được chẩn đoán bằng xét nghiệm 25-hydroxyvitamin D (25 OH D) trong huyết thanh. Các triệu chứng đổ mồ hôi đầu, ngủ giật mình, giấc ngủ không sâu hay nấc cụt thường không liên quan đến thiếu calci hay vitamin D. Hiện tại, trên thị trường có nhiều chế phẩm bổ sung Vitamin D, đặc biệt đối với trẻ bú mẹ hoàn toàn cần bổ sung. Liều lượng 400 đơn vị/ngày, tùy theo khuyến cáo của nhà sản xuất từ 1-2 giọt/ngày."
"Ngủ hay thức giấc, chóng mặt khi đứng dậy là bệnh gì?",dizziness,"Theo Tiến sĩ Jose Colon (Hoa Kỳ) cho biết, việc thức giấc 4–6 lần mỗi đêm là điều hoàn toàn bình thường. Tuy nhiên, sau khi thức giấc chúng ta thường có thể ngủ lại rất dễ dàng. Nếu bạn khó ngủ lại ngay sau khi thức giấc có nghĩa là bạn đang gặp một số vấn đề khiến bản thân không thể nghỉ ngơi như mong muốn vào ban đêm.Việc tỉnh giấc giữa đêm và khó ngủ trở lại thường là do 7 nguyên nhân phổ biến dưới đây.Vị trí ngủ không phù hợp.Tiếng ồn từ môi trường xung quanh.Nhiệt độ phòng không phù hợp.Thói quen uống rượu trước khi ngủ.Thói quen truy cập Internet.Rối loạn ngưng thở khi ngủ.Hội chứng chân không yên.Bạn đang độ tuổi thanh niên nên tràn đầy năng lượng. Ai khi ngủ cũng có mơ cả, nhưng đa số không nhớ mình đã mơ những gì hoặc khi ngủ cũng thường hay bị thức giấc nửa đêm nhưng sau đó vẫn ngủ lại được. Trước hết, bạn nên tập thói quen tốt như ngủ đúng giờ, hạn chế sử dụng điện thoại di động gần giờ ngủ, hoạt động trí não nhiều lúc gần ngủ, tránh xem phim kinh dị, hạn chế các chất kích thích,...Bạn bị chóng mặt, chóng mặt khi đứng dậy có thể bạn bị hạ huyết áp tư thế.Hạ huyết áp tư thế được đồng thuận nhất là mức suy giảm huyết áp tâm thu lớn hơn 20mmHg, hoặc mức suy giảm huyết áp tâm trương lớn hơn 10mmHg, hoặc cả hai. Các triệu chứng ngất, hoa mắt chóng mặt, lẫn lộn hoặc nhìn mờ có thể kéo dài trong vài giây tới vài phút khi đứng dậy và biến mất nhanh chóng khi nằm xuống.Hạ huyết áp tư thế là một tình trạng bệnh lý hay gặp ở người cao tuổi. Theo nghiên cứu của y học Hoa Kỳ thì trong số các hồ sơ bệnh án hạ huyết áp tư thế đứng có tới 20% trường hợp bệnh nhân ở độ tuổi trên 65 tuổi. Theo một nghiên cứu khác thì tỉ lệ hạ huyết áp tư thế ở độ tuổi trên 65 tuổi là 18% nhưng trong số đó chỉ có 2% các trường hợp là có biểu hiện lâm sàng cụ thể. Đa số, các trường hợp bị hạ huyết áp tư thế đều không triệu chứng rõ ràng thậm chí là hoàn toàn bình thường.Biểu hiện của hạ huyết áp tư thế cũng gần giống như huyết áp thấp, là những triệu chứng điển hình của tình trạng giảm tưới máu não bao gồm:Đau đầu, hoa mắt chóng mặt, nhìn mờ.Người mệt mỏi, có dấu hiệu đau mỏi không rõ ràng vùng vai gáy.Rối loạn nhận thức.Người lơ mơ thậm chí là ngất xỉu.Tùy theo nguyên nhân và các bệnh lý kèm theo có thể xuất hiện thêm các triệu chứng khác như: Đau tức ngực, khó thở, nhịp tim nhanh, nôn và buồn nôn, tiêu chảy, đi ngoài liên tục, phù hay các dấu hiệu của rối loạn thần kinh khác,..Các triệu chứng này thường nặng hơn vào buổi sáng, xuất hiện khi ở tư thế đứng và giảm đi khi cho bệnh nhân nghỉ ngơi ở tư thế nằm.Phương pháp điều trị.Có chế độ ăn uống sinh hoạt hợp lý.Tập luyện thể dục thể thao thường xuyên và đều đặn mỗi ngày.Nếu bạn có tiền sử huyết áp thấp, có thể thay đổi chế độ ăn tăng muối trong khẩu phần ăn và tuân thủ điều trị theo chỉ định của bác sĩ.Tránh nằm quá lâu, hạn chế dùng rượu bia thuốc lá.Đi khám định kỳ và kiểm tra sức khỏe thường xuyên để phát hiện bệnh và điều trị kịp thời."
